name,category,subcategory
"red delicious, 85-95 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"lucas (75-85 mm), 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"golden, 65-75 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"champion, fasuoti, nuo 55 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"galia, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"piel de sapo, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"granadilla, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"coco thumb, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"white marsh, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kalėdiniai mandarinai, 4-5 d., 1.5 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kalėdiniai apelsinai, 6-7 d., 1.5 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"bollo, 3-4 d., 700 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"sweetie, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"star ruby, 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"hass, 150 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"gyvatės vaisiai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"canta loupe, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"uat pienas farm milk, 3,2% rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"dvaro pienas, 3,5 % rieb., 2 l",pieno-gaminiai-ir-kiausiniai,pienas
"farm milk, 3,2% rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"dvaro, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"dvaro pienas, 3,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"dvaro pienas, 2 l, 2,5 % rieb., 2 l",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas farm milk, 2 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"farm milk, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"rokiškio naminis pienas, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"farm milk, 8 % rieb., 385 g",pieno-gaminiai-ir-kiausiniai,pienas
"dvaro pienas, 3,5 % rieb., 500 ml",pieno-gaminiai-ir-kiausiniai,pienas
"rokiškio pienas, 8 % rieb., 397 g",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas farm milk, 0,5% rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"farm milk, 2 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"rokiškio naminis pienas, 2,5 % rieb., 2 l",pieno-gaminiai-ir-kiausiniai,pienas
"naminis pienas, 3,5 % rieb., 2 l",pieno-gaminiai-ir-kiausiniai,pienas
"well done, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"dvaro, 2,5 % rieb., 500 ml",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas mū, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas mū, 3,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"dobilas, 2,5 %, 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"well done 3,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"naminis pienas, 2, 5 % rieb., 500 ml",pieno-gaminiai-ir-kiausiniai,pienas
"well done, 8% rieb., 385 g",pieno-gaminiai-ir-kiausiniai,pienas
"žemaitijos pienas, 3,2 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"rududu, 8 %, 397 g",pieno-gaminiai-ir-kiausiniai,pienas
"miau, 2,3 % rieb., 450 ml",pieno-gaminiai-ir-kiausiniai,pienas
"miau, 2,6 % rieb., 450 ml",pieno-gaminiai-ir-kiausiniai,pienas
"rokiškio naminis pienas, 3,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas well done 3,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"markomilk, 7,5 % rieb., 320 g",pieno-gaminiai-ir-kiausiniai,pienas
"well done, 2,5 % rieb., 500 ml",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas mū, 1 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"granarolo, 1,6 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,pienas
"markomilk su kava, 7 % rieb., 385 g",pieno-gaminiai-ir-kiausiniai,pienas
"rasēns, bananų skonio, 1,5 % rieb., 200 ml",pieno-gaminiai-ir-kiausiniai,pienas
"uht ožkų pienas granarolo, 3,6 % rieb., 500 ml",pieno-gaminiai-ir-kiausiniai,pienas
"well done, braškių skonio, 2,5 % rieb., 250 ml",pieno-gaminiai-ir-kiausiniai,pienas
"markomilk su kakava, 385 g",pieno-gaminiai-ir-kiausiniai,pienas
"well done, plombyro skonio, 2,5 % rieb., 250 ml",pieno-gaminiai-ir-kiausiniai,pienas
"well done, bananų skonio, 2,5 % rieb., 250 ml",pieno-gaminiai-ir-kiausiniai,pienas
"well done,šokolado skonio, 2,9 % rieb., 250 ml",pieno-gaminiai-ir-kiausiniai,pienas
"dulce de leche, 6% rieb., 397 g",pieno-gaminiai-ir-kiausiniai,pienas
"zott monte su šok., lazdynų riešutais, 2%rieb., 212 g",pieno-gaminiai-ir-kiausiniai,pienas
"arla protein, braškių ir aviečių skonio, 0,9 %, 482 ml",pieno-gaminiai-ir-kiausiniai,pienas
"arla protein, šokolado skonio 0,8 %, 470 ml",pieno-gaminiai-ir-kiausiniai,pienas
"miau, mėlynių skonio, 2,3 % rieb., 450 ml",pieno-gaminiai-ir-kiausiniai,pienas
"auga, 3,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"auga, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"rasēns, braškių skonio, 1,5 % rieb., 200 ml",pieno-gaminiai-ir-kiausiniai,pienas
"uat pienas well done, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,pienas
"grenade (šokolado skonio), 330 ml",pieno-gaminiai-ir-kiausiniai,pienas
"saulės pievos, 82 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"ghee khanum, 99,8 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"saulutė golden ghee, 99,9 %, 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"farm milk, 82 % rieb., 180 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"žemaitijos sviestas, 82 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"dvaro sviestas, 82 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"rokiškio naminis sviestas, 82 % rieb., 180 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"rokiškio sviestas, 82 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"auga, 82 % rieb., 180 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"well done, 82 % rieb., 170 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"smetoniškas sviestas, 82 % rieb., 0.2 kg",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"dvaro sviestas, 82 % rieb., 150 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"pienių vasara su sviestu, 40 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"saulutė su žolelėmis, 66 % rieb., 100 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"evesol, sviesto skonio, 72 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"delma, 20 % rieb., 450 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"extra line, 40 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"vilnius su sviestu, 50 % rieb., 250 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"vilnius skanumas, 60% rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"žvaigždutė, 69 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"irish dublin dairy, 82 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"venta, 75 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"vilnius, 80 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"president la motte su jūros druska, 80 % rieb., 250 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"vilnius kepiniams (su sviestu), 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"rama classic, 75 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"vilnius su sviestu, 50 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"paysan breton, 82 % rieb., 125 g, 125 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"vilnius (skanumas), 250 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"delma su druska, 39 % rieb., 450 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"rama, 59 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"pienių vasara, 40 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"sūresnis riebalų tepinys vilnius, 50 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"ilzenbergo dvaro lydytas sviestas, 100 % rieb., 170 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"rama classic, 75 %rieb., 225 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"fattorie garofalo, 82 % rieb., 125 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"extra line, 25 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"saulutė, 72 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"delma extra, 39 % rieb., 450 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"extra line (skirtas kepti), 70 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,sviestas-margarinas-ir-riebalai
"uat pienas be laktozės well done, 3,2 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"uat pienas be laktozės well done, 1,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"uat pienas mū be laktozės, 2,5 % rieb., 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"well done, 2,5 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, 250 ml",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"lukšių grietinė be laktozės, 30 % rieb., 350 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios be laktozės, 3,8% rieb., 370 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro barista, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"well done, 48 % rieb. s. m., 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios su mėlyn., 3,1 % rieb., 125 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios, 3,1 % rieb., 125 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"rokiškio tikras jogurtas be laktozės, 2,5 % rieb., 300 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios, 3,1% rieb., 125 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"well done, 82 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alma, 5 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"well done, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, nepridėta cukrų, 400 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios be laktozės, 3,8% rieb., 125 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"rokiškio sūris light (riekelės), 15% rieb. s. m., 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"lunter, 180 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, 125 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, uogų ir datulių skonio, 400 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, migdolų skonio, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios, 3,1 % rieb., 370 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsoia, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, 400 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"klasikinis majonezas vilnius vegan, 250 ml",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsoia su kalciu ir vitaminais, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"creamo planton, 15 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios, 3,1% rieb., 370 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"natural tofu, 250 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"rytas, 2,5 % rieb., 370 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, avižų skonio, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli', 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsoia barista be pridėt. cukraus, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"philadelphia be laktozės, 27,5 % rieb. s. m., 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli' barista, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, mėlynių skonio, 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli' vegan block, 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"barista well done, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"farm milk, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsoia barista, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli' barista caramel, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios, 3,8% rieb., 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro plant protein, šokolado skonio, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"gourment green, gaudos sūrio sk., 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturale, avokadų skonio, 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro plant protein, vanilės skonio, 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsioa, be cukraus zero, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios, 3,2% rieb., 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsoia, smooth & creamy, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"tikras rokiškio fermentinis sūris (riekelės), 45 % rieb.s.m., 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli' be pridėtų cukrų, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"bios,3,1% rieb., 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, braškių skonio, 400 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, šokolado skonio, 250 ml",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli' barista, 330 ml",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro plant protein, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"nature's charm, 320 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"berief, 400 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"lk 1l, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"lunter, 190 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"granarolo, 41 % rieb. s. m., 250 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"berief, 350 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli', 330 ml",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"tofu mori-nu, 307 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli’ su kakava, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"naturli’, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"well done, 9 % rieb., 180 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"valsoia, be cukraus zero, 1 l",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro plant protein, šokolado skonio, 200 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"alpro, persikų skonio, 150 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"veggo, riešutų skonio, 40 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"veggo, aviečių skonio, 40 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"veggo, sutirštinto pieno skonio, 40 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"veggo, vyšnių skonio, 40 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"veggo, sūdytos karamelės skonio, 40 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"veggo, šokolado ir romo skonio, 40 g",pieno-gaminiai-ir-kiausiniai,produktai-be-laktozes
"farm milk, 30 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"uat grietinėlė farm milk, 30 % rieb., 200 ml",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"rokiškio naminė grietinė, 30 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"dvaro grietinė, 30 % rieb., 500 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"uat grietinėlė farm milk, 10 % rieb., 500 ml",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"dvaro grietinė, 30 % rieb., 380 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"well done, 35 % rieb., 200 ml",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"naminė grietinė, 30 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"žemaitijos grietinė, 30 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"žemaitijos grietinė, 30 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"dvaro grietinėlė, 10 % rieb., 250 ml",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"žemaitijos grietinė, 10 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"farm milk, 12 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"rokiškio naminė grietinėlė, 35 % rieb., 200 ml",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"dvaro grietinė, 30 % rieb., 200 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"well done, 36 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
"auga, 30 % rieb., 400 g",pieno-gaminiai-ir-kiausiniai,grietine-ir-grietinele
