name,category,subcategory
"datulės, 200 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kriaušės lucas (75-85 mm), 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"raudonosios vynuogės, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"įvairiaspalvės vynuogės, 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"obuoliai golden, 65-75 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"mėlynosios besėklės vynuogės, 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"dumplūnės, 100 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"lenkiški obuoliai, nuo 50 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"prinokę kiviai, 350 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"raudonasis kertuotis, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"obuoliai champion, fasuoti, nuo 55 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"melionai galia, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"ekologiški obuoliai, 55-65 mm, 300 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"raudonosios slyvos, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"pasifloros, 120 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"karambola, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"melionai piel de sapo, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"baltieji melionai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"mažieji bananai, 250 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"geltonasis kertuotis, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"besėkliai arbūzai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kokosas, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"didelė papaja, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"persikinė pasiflora granadilla, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kokosas gerti coco thumb, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kinkanai, 150 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"švieži pjaustyti melionai, 250 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"dumplūnių uogos, 125 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"geltonieji greipfrutai white marsh, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"tamarindai dėžutėje, 450 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"rambutanai, 150 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"šilauogės kibirėlyje, 400 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kalėdiniai mandarinai, 4-5 d., 1.5 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"kalėdiniai apelsinai, 6-7 d., 1.5 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"mandarinai well done, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"mandarinai su lapais dėžutėje, 3-4 d., 900 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"ekologiški mandarinai, 3-4 d., 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"mandarinai bollo, 3-4 d., 700 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"ekologiški apelsinai, 4-5 d., 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"žalieji greipfrutai sweetie, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"ekologiški greipfrutai star ruby, 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"ekologiškos citrinos, 3-4 d., 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"granatai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"avietės well done, 125 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"gervuogės well done, 125 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"ekologiškas avokadas hass, 150 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
