name,category,subcategory
"Didysis mangas, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Lietuviški obuoliai LINKĖJIMAI IŠ KAIMO, nuo 55 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Šilauogės WELL DONE, 125 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Avokadai HASS, 750 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Ekologiški bananai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Mangas, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Melionai HONEY DEW, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Obuoliai, nuo 60 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Didysis avokadas GREEN SKIN, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Didelis nokintas avokadas HASS WELL DONE, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Obuoliai ROYAL GALA, nuo 75-80 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Obuoliai GRANNY SMITH, 70-85 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Citrinos WELL DONE, 500 g, 1 klasė",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Obuoliai RED DELICIOUS, 85-95 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Datulės, 200 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Kriaušės LUCAS (75-85 mm), 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Raudonosios vynuogės, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Įvairiaspalvės vynuogės, 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Obuoliai GOLDEN, 65-75 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Mėlynosios besėklės vynuogės, 500 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Dumplūnės, 100 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Lenkiški obuoliai, nuo 50 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Prinokę kiviai, 350 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Raudonasis kertuotis, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Obuoliai CHAMPION, fasuoti, nuo 55 mm, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Melionai GALIA, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Ekologiški obuoliai, 55-65 mm, 300 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Raudonosios slyvos, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Pasifloros, 120 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Karambola, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Melionai PIEL DE SAPO, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Baltieji melionai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Mažieji bananai, 250 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Geltonasis kertuotis, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Besėkliai arbūzai, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Kokosas, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Didelė papaja, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Persikinė pasiflora GRANADILLA, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Kokosas gerti COCO THUMB, 1 vnt.",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Kinkanai, 150 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Švieži pjaustyti melionai, 250 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Dumplūnių uogos, 125 g",darzoves-ir-vaisiai,vaisiai-ir-uogos
"Geltonieji greipfrutai WHITE MARSH, 1 kg",darzoves-ir-vaisiai,vaisiai-ir-uogos
